Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitche0bvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold
86,60.00,121.00,16059.00,8.00,5.00,1991.00,1992.00,284.00,0.00,0.00,1288.00,1288.00,1301.00,1116.00,0.00,2417.00,0.00,0.00,2.00,1.00,4.00,1.00,9.00,1.00,1991.00,2.00,462.00,127.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2006.00
87,60.00,122.00,11911.00,6.00,5.00,2005.00,2005.00,0.00,0.00,0.00,684.00,684.00,684.00,876.00,0.00,1560.00,0.00,0.00,2.00,1.00,3.00,1.00,6.00,1.00,2005.00,2.00,400.00,100.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2009.00
88,160.00,40.00,3951.00,6.00,5.00,2009.00,2009.00,76.00,0.00,0.00,612.00,612.00,612.00,612.00,0.00,1224.00,0.00,0.00,2.00,1.00,2.00,1.00,4.00,0.00,2009.00,2.00,528.00,0.00,234.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00
89,50.00,105.00,8470.00,3.00,2.00,1915.00,1982.00,0.00,0.00,0.00,1013.00,1013.00,1013.00,0.00,513.00,1526.00,0.00,0.00,1.00,0.00,2.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,0.00,0.00,10.00,2009.00
90,20.00,60.00,8070.00,4.00,5.00,1994.00,1995.00,0.00,588.00,0.00,402.00,990.00,990.00,0.00,0.00,990.00,1.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2007.00
91,20.00,60.00,7200.00,4.00,5.00,1950.00,1950.00,0.00,0.00,0.00,0.00,0.00,1040.00,0.00,0.00,1040.00,0.00,0.00,1.00,0.00,2.00,1.00,4.00,0.00,1950.00,2.00,420.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
92,20.00,85.00,8500.00,5.00,3.00,1961.00,1961.00,203.00,600.00,0.00,635.00,1235.00,1235.00,0.00,0.00,1235.00,0.00,0.00,1.00,0.00,2.00,1.00,6.00,0.00,1961.00,2.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2006.00
93,30.00,80.00,13360.00,5.00,7.00,1921.00,2006.00,0.00,713.00,0.00,163.00,876.00,964.00,0.00,0.00,964.00,1.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1921.00,2.00,432.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,8.00,2009.00
94,190.00,60.00,7200.00,6.00,6.00,1910.00,1998.00,0.00,1046.00,0.00,168.00,1214.00,1260.00,1031.00,0.00,2291.00,0.00,1.00,2.00,0.00,4.00,2.00,9.00,1.00,1900.00,2.00,506.00,0.00,0.00,0.00,0.00,99.00,0.00,0.00,0.00,11.00,2007.00
95,60.00,69.00,9337.00,6.00,5.00,1997.00,1997.00,0.00,648.00,0.00,176.00,824.00,905.00,881.00,0.00,1786.00,1.00,0.00,2.00,1.00,3.00,1.00,7.00,0.00,1997.00,2.00,684.00,0.00,162.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
96,60.00,0.00,9765.00,6.00,8.00,1993.00,1993.00,68.00,310.00,0.00,370.00,680.00,680.00,790.00,0.00,1470.00,0.00,0.00,2.00,1.00,3.00,1.00,6.00,1.00,1993.00,2.00,420.00,232.00,63.00,0.00,0.00,0.00,0.00,0.00,480.00,4.00,2009.00
97,20.00,78.00,10264.00,7.00,5.00,1999.00,1999.00,183.00,1162.00,0.00,426.00,1588.00,1588.00,0.00,0.00,1588.00,0.00,0.00,2.00,0.00,3.00,1.00,6.00,0.00,1999.00,2.00,472.00,158.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2006.00
98,20.00,73.00,10921.00,4.00,5.00,1965.00,1965.00,48.00,520.00,0.00,440.00,960.00,960.00,0.00,0.00,960.00,1.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1965.00,1.00,432.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
99,30.00,85.00,10625.00,5.00,5.00,1920.00,1950.00,0.00,108.00,0.00,350.00,458.00,835.00,0.00,0.00,835.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1920.00,1.00,366.00,0.00,0.00,77.00,0.00,0.00,0.00,0.00,400.00,5.00,2010.00
100,20.00,77.00,9320.00,4.00,5.00,1959.00,1959.00,0.00,569.00,0.00,381.00,950.00,1225.00,0.00,0.00,1225.00,1.00,0.00,1.00,1.00,3.00,1.00,6.00,0.00,0.00,0.00,0.00,352.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,1.00,2010.00
101,20.00,0.00,10603.00,6.00,7.00,1977.00,2001.00,28.00,1200.00,0.00,410.00,1610.00,1610.00,0.00,0.00,1610.00,1.00,0.00,2.00,0.00,3.00,1.00,6.00,2.00,1977.00,2.00,480.00,168.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2010.00
102,60.00,77.00,9206.00,6.00,5.00,1985.00,1985.00,336.00,0.00,0.00,741.00,741.00,977.00,755.00,0.00,1732.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,1985.00,2.00,476.00,192.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2010.00
103,90.00,64.00,7018.00,5.00,5.00,1979.00,1979.00,0.00,0.00,0.00,0.00,0.00,1535.00,0.00,0.00,1535.00,0.00,0.00,2.00,0.00,4.00,2.00,8.00,0.00,1979.00,2.00,410.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00
104,20.00,94.00,10402.00,7.00,5.00,2009.00,2009.00,0.00,0.00,0.00,1226.00,1226.00,1226.00,0.00,0.00,1226.00,0.00,0.00,2.00,0.00,3.00,1.00,6.00,0.00,2009.00,3.00,740.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
105,50.00,0.00,7758.00,7.00,4.00,1931.00,1950.00,600.00,224.00,0.00,816.00,1040.00,1226.00,592.00,0.00,1818.00,0.00,0.00,1.00,1.00,4.00,1.00,7.00,2.00,1951.00,1.00,240.00,0.00,0.00,0.00,0.00,184.00,0.00,0.00,0.00,6.00,2007.00
106,60.00,75.00,9375.00,8.00,5.00,2003.00,2004.00,768.00,0.00,0.00,1053.00,1053.00,1053.00,939.00,0.00,1992.00,0.00,0.00,2.00,1.00,3.00,1.00,9.00,1.00,2003.00,2.00,648.00,140.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2008.00
107,30.00,60.00,10800.00,4.00,7.00,1885.00,1995.00,0.00,0.00,0.00,641.00,641.00,1047.00,0.00,0.00,1047.00,0.00,0.00,1.00,0.00,2.00,1.00,6.00,0.00,1954.00,1.00,273.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,8.00,2007.00
108,20.00,50.00,6000.00,5.00,5.00,1948.00,1950.00,0.00,104.00,169.00,516.00,789.00,789.00,0.00,0.00,789.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1948.00,1.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2008.00
109,50.00,85.00,8500.00,5.00,7.00,1919.00,2005.00,0.00,0.00,0.00,793.00,793.00,997.00,520.00,0.00,1517.00,0.00,0.00,2.00,0.00,3.00,1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,144.00,0.00,0.00,0.00,0.00,0.00,8.00,2007.00
110,20.00,105.00,11751.00,6.00,6.00,1977.00,1977.00,480.00,705.00,0.00,1139.00,1844.00,1844.00,0.00,0.00,1844.00,0.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,1977.00,2.00,546.00,0.00,122.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2010.00
111,50.00,75.00,9525.00,6.00,4.00,1954.00,1972.00,0.00,444.00,0.00,550.00,994.00,1216.00,639.00,0.00,1855.00,0.00,0.00,2.00,0.00,4.00,1.00,7.00,0.00,1954.00,1.00,325.00,182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2006.00
112,80.00,0.00,7750.00,7.00,5.00,2000.00,2000.00,0.00,250.00,0.00,134.00,384.00,774.00,656.00,0.00,1430.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,2000.00,2.00,400.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00
113,60.00,77.00,9965.00,7.00,5.00,2007.00,2007.00,220.00,984.00,0.00,280.00,1264.00,1282.00,1414.00,0.00,2696.00,1.00,0.00,2.00,1.00,4.00,1.00,10.00,1.00,2007.00,3.00,792.00,120.00,184.00,0.00,0.00,168.00,0.00,0.00,0.00,10.00,2007.00
114,20.00,0.00,21000.00,6.00,5.00,1953.00,1953.00,184.00,35.00,869.00,905.00,1809.00,2259.00,0.00,0.00,2259.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,2.00,1953.00,2.00,450.00,166.00,120.00,192.00,0.00,0.00,0.00,0.00,0.00,10.00,2007.00
115,70.00,61.00,7259.00,6.00,8.00,1945.00,2002.00,0.00,774.00,150.00,104.00,1028.00,1436.00,884.00,0.00,2320.00,1.00,0.00,2.00,1.00,3.00,1.00,9.00,1.00,1945.00,1.00,180.00,224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
116,160.00,34.00,3230.00,6.00,5.00,1999.00,1999.00,1129.00,419.00,0.00,310.00,729.00,729.00,729.00,0.00,1458.00,0.00,0.00,2.00,1.00,2.00,1.00,5.00,1.00,1999.00,2.00,440.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00
117,20.00,0.00,11616.00,5.00,5.00,1962.00,1962.00,116.00,170.00,670.00,252.00,1092.00,1092.00,0.00,0.00,1092.00,0.00,1.00,1.00,0.00,3.00,1.00,6.00,1.00,1962.00,1.00,288.00,0.00,20.00,144.00,0.00,0.00,0.00,0.00,0.00,9.00,2009.00
118,20.00,74.00,8536.00,5.00,5.00,2006.00,2007.00,0.00,0.00,0.00,1125.00,1125.00,1125.00,0.00,0.00,1125.00,0.00,0.00,1.00,1.00,2.00,1.00,5.00,0.00,2007.00,2.00,430.00,80.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2007.00
119,60.00,90.00,12376.00,7.00,5.00,1990.00,1990.00,0.00,1470.00,0.00,203.00,1673.00,1699.00,1523.00,0.00,3222.00,1.00,0.00,3.00,0.00,5.00,1.00,11.00,2.00,1990.00,3.00,594.00,367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
120,60.00,65.00,8461.00,6.00,5.00,2005.00,2006.00,0.00,0.00,0.00,728.00,728.00,728.00,728.00,0.00,1456.00,0.00,0.00,2.00,1.00,3.00,1.00,8.00,1.00,2005.00,2.00,390.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
121,80.00,0.00,21453.00,6.00,5.00,1969.00,1969.00,0.00,938.00,0.00,0.00,938.00,988.00,0.00,0.00,988.00,1.00,0.00,1.00,0.00,1.00,1.00,4.00,2.00,1969.00,2.00,540.00,0.00,130.00,0.00,130.00,0.00,0.00,0.00,0.00,10.00,2006.00
122,50.00,50.00,6060.00,4.00,5.00,1939.00,1950.00,0.00,0.00,0.00,732.00,732.00,772.00,351.00,0.00,1123.00,0.00,0.00,1.00,0.00,3.00,1.00,4.00,0.00,1979.00,1.00,264.00,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00
123,20.00,75.00,9464.00,6.00,7.00,1958.00,1958.00,135.00,570.00,0.00,510.00,1080.00,1080.00,0.00,0.00,1080.00,0.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,1958.00,1.00,288.00,0.00,0.00,0.00,0.00,130.00,0.00,0.00,0.00,6.00,2008.00
124,120.00,55.00,7892.00,6.00,5.00,1993.00,1993.00,0.00,300.00,0.00,899.00,1199.00,1199.00,0.00,0.00,1199.00,0.00,0.00,2.00,0.00,2.00,1.00,5.00,0.00,1993.00,2.00,530.00,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2008.00
125,20.00,48.00,17043.00,6.00,5.00,1979.00,1998.00,0.00,0.00,0.00,1362.00,1362.00,1586.00,0.00,0.00,1586.00,0.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,1979.00,2.00,435.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2009.00
126,190.00,60.00,6780.00,6.00,8.00,1935.00,1982.00,0.00,490.00,0.00,30.00,520.00,520.00,0.00,234.00,754.00,1.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00
127,120.00,0.00,4928.00,6.00,5.00,1976.00,1976.00,0.00,120.00,0.00,958.00,1078.00,958.00,0.00,0.00,958.00,0.00,0.00,2.00,0.00,2.00,1.00,5.00,1.00,1977.00,2.00,440.00,0.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2007.00
128,45.00,55.00,4388.00,5.00,7.00,1930.00,1950.00,0.00,116.00,0.00,556.00,672.00,840.00,0.00,0.00,840.00,0.00,0.00,1.00,0.00,3.00,1.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00
129,60.00,69.00,7590.00,6.00,5.00,1966.00,1966.00,266.00,512.00,0.00,148.00,660.00,660.00,688.00,0.00,1348.00,0.00,0.00,1.00,1.00,3.00,1.00,6.00,1.00,1966.00,2.00,453.00,188.00,108.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
130,20.00,69.00,8973.00,5.00,7.00,1958.00,1991.00,85.00,567.00,28.00,413.00,1008.00,1053.00,0.00,0.00,1053.00,0.00,1.00,1.00,1.00,3.00,1.00,6.00,0.00,1998.00,2.00,750.00,0.00,80.00,0.00,180.00,0.00,0.00,0.00,0.00,7.00,2006.00
131,60.00,88.00,14200.00,7.00,6.00,1966.00,1966.00,309.00,445.00,0.00,479.00,924.00,1216.00,941.00,0.00,2157.00,0.00,0.00,2.00,1.00,4.00,1.00,8.00,2.00,1966.00,2.00,487.00,105.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00
132,60.00,0.00,12224.00,6.00,5.00,2000.00,2000.00,40.00,695.00,0.00,297.00,992.00,1022.00,1032.00,0.00,2054.00,1.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,2000.00,2.00,390.00,24.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
133,20.00,75.00,7388.00,5.00,6.00,1959.00,2002.00,0.00,405.00,0.00,658.00,1063.00,1327.00,0.00,0.00,1327.00,1.00,0.00,1.00,0.00,3.00,1.00,7.00,0.00,1974.00,2.00,624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
134,20.00,0.00,6853.00,8.00,5.00,2001.00,2002.00,136.00,1005.00,0.00,262.00,1267.00,1296.00,0.00,0.00,1296.00,1.00,0.00,2.00,0.00,2.00,1.00,6.00,0.00,2001.00,2.00,471.00,192.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00
135,20.00,78.00,10335.00,5.00,6.00,1968.00,1993.00,0.00,570.00,0.00,891.00,1461.00,1721.00,0.00,0.00,1721.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,1968.00,2.00,440.00,0.00,96.00,180.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
136,20.00,80.00,10400.00,7.00,6.00,1970.00,1970.00,288.00,0.00,0.00,1304.00,1304.00,1682.00,0.00,0.00,1682.00,0.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,1970.00,2.00,530.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2008.00
137,20.00,0.00,10355.00,5.00,5.00,1967.00,1967.00,196.00,695.00,0.00,519.00,1214.00,1214.00,0.00,0.00,1214.00,0.00,0.00,2.00,0.00,3.00,1.00,5.00,1.00,1967.00,1.00,318.00,0.00,111.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
138,90.00,82.00,11070.00,7.00,5.00,1988.00,1989.00,70.00,0.00,0.00,1907.00,1907.00,1959.00,0.00,0.00,1959.00,0.00,0.00,3.00,0.00,5.00,2.00,9.00,0.00,1989.00,3.00,766.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
139,60.00,73.00,9066.00,8.00,5.00,1999.00,2000.00,320.00,668.00,0.00,336.00,1004.00,1004.00,848.00,0.00,1852.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,2.00,1999.00,3.00,660.00,224.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2008.00
140,60.00,65.00,15426.00,6.00,5.00,1997.00,1997.00,0.00,821.00,0.00,107.00,928.00,928.00,836.00,0.00,1764.00,1.00,0.00,2.00,1.00,3.00,1.00,7.00,0.00,1997.00,2.00,470.00,276.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2009.00
141,20.00,70.00,10500.00,4.00,5.00,1971.00,1971.00,0.00,432.00,0.00,432.00,864.00,864.00,0.00,0.00,864.00,0.00,0.00,1.00,0.00,3.00,1.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00
142,20.00,78.00,11645.00,7.00,5.00,2005.00,2005.00,0.00,1300.00,0.00,434.00,1734.00,1734.00,0.00,0.00,1734.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,0.00,2005.00,2.00,660.00,160.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2006.00
143,50.00,71.00,8520.00,5.00,4.00,1952.00,1952.00,0.00,507.00,0.00,403.00,910.00,910.00,475.00,0.00,1385.00,0.00,0.00,2.00,0.00,4.00,1.00,6.00,0.00,2000.00,2.00,720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2010.00
144,20.00,78.00,10335.00,7.00,5.00,1999.00,1999.00,183.00,679.00,0.00,811.00,1490.00,1501.00,0.00,0.00,1501.00,1.00,0.00,2.00,0.00,3.00,1.00,6.00,0.00,1999.00,2.00,577.00,144.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00
145,90.00,70.00,9100.00,5.00,5.00,1963.00,1963.00,336.00,1332.00,0.00,396.00,1728.00,1728.00,0.00,0.00,1728.00,1.00,0.00,2.00,0.00,6.00,2.00,10.00,0.00,1963.00,2.00,504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2006.00
146,160.00,24.00,2522.00,6.00,5.00,2004.00,2006.00,50.00,0.00,0.00,970.00,970.00,970.00,739.00,0.00,1709.00,0.00,0.00,2.00,0.00,3.00,1.00,7.00,0.00,2004.00,2.00,380.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2006.00
147,30.00,51.00,6120.00,5.00,7.00,1931.00,1993.00,0.00,209.00,0.00,506.00,715.00,875.00,0.00,0.00,875.00,1.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1931.00,1.00,180.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2009.00
148,60.00,0.00,9505.00,7.00,5.00,2001.00,2001.00,180.00,0.00,0.00,884.00,884.00,884.00,1151.00,0.00,2035.00,0.00,0.00,2.00,1.00,3.00,1.00,8.00,1.00,2001.00,2.00,434.00,144.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
149,20.00,63.00,7500.00,7.00,5.00,2004.00,2005.00,120.00,680.00,0.00,400.00,1080.00,1080.00,0.00,0.00,1080.00,1.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2008.00
150,50.00,0.00,6240.00,5.00,4.00,1936.00,1950.00,0.00,0.00,0.00,896.00,896.00,896.00,448.00,0.00,1344.00,0.00,0.00,1.00,0.00,3.00,1.00,7.00,0.00,1936.00,1.00,240.00,200.00,114.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2006.00
151,20.00,120.00,10356.00,5.00,6.00,1975.00,1975.00,0.00,716.00,0.00,253.00,969.00,969.00,0.00,0.00,969.00,0.00,0.00,1.00,1.00,3.00,1.00,5.00,0.00,1975.00,2.00,440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2007.00
152,20.00,107.00,13891.00,8.00,5.00,2007.00,2008.00,436.00,1400.00,0.00,310.00,1710.00,1710.00,0.00,0.00,1710.00,1.00,0.00,2.00,0.00,2.00,1.00,6.00,1.00,2007.00,3.00,866.00,0.00,102.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2008.00
153,60.00,0.00,14803.00,6.00,5.00,1971.00,1971.00,252.00,416.00,0.00,409.00,825.00,1097.00,896.00,0.00,1993.00,0.00,0.00,2.00,1.00,4.00,1.00,8.00,1.00,1971.00,2.00,495.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00
154,20.00,0.00,13500.00,6.00,7.00,1960.00,1975.00,0.00,429.00,1080.00,93.00,1602.00,1252.00,0.00,0.00,1252.00,1.00,0.00,1.00,0.00,1.00,1.00,4.00,1.00,1960.00,2.00,564.00,409.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2008.00
155,30.00,84.00,11340.00,6.00,5.00,1923.00,1950.00,0.00,0.00,0.00,1200.00,1200.00,1200.00,0.00,0.00,1200.00,0.00,0.00,1.00,0.00,4.00,1.00,7.00,0.00,1923.00,1.00,312.00,0.00,0.00,228.00,0.00,0.00,0.00,0.00,0.00,3.00,2006.00
156,50.00,60.00,9600.00,6.00,5.00,1924.00,1950.00,0.00,0.00,0.00,572.00,572.00,572.00,524.00,0.00,1096.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,8.00,128.00,0.00,0.00,0.00,0.00,0.00,4.00,2008.00
157,20.00,60.00,7200.00,5.00,7.00,1950.00,1950.00,0.00,0.00,0.00,0.00,0.00,1040.00,0.00,0.00,1040.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1950.00,2.00,625.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00
158,60.00,92.00,12003.00,8.00,5.00,2009.00,2010.00,84.00,0.00,0.00,774.00,774.00,774.00,1194.00,0.00,1968.00,0.00,0.00,2.00,1.00,4.00,1.00,8.00,1.00,2009.00,3.00,680.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
159,60.00,100.00,12552.00,7.00,5.00,2004.00,2005.00,0.00,222.00,0.00,769.00,991.00,991.00,956.00,0.00,1947.00,0.00,0.00,2.00,1.00,3.00,1.00,8.00,1.00,2004.00,2.00,678.00,0.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
160,60.00,134.00,19378.00,7.00,5.00,2005.00,2006.00,456.00,57.00,0.00,1335.00,1392.00,1392.00,1070.00,0.00,2462.00,1.00,0.00,2.00,1.00,4.00,1.00,9.00,1.00,2006.00,2.00,576.00,239.00,132.00,0.00,168.00,0.00,0.00,0.00,0.00,3.00,2006.00
161,20.00,0.00,11120.00,6.00,6.00,1984.00,1984.00,0.00,660.00,0.00,572.00,1232.00,1232.00,0.00,0.00,1232.00,0.00,0.00,2.00,0.00,3.00,1.00,6.00,0.00,1984.00,2.00,516.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2008.00
162,60.00,110.00,13688.00,9.00,5.00,2003.00,2004.00,664.00,1016.00,0.00,556.00,1572.00,1572.00,1096.00,0.00,2668.00,1.00,0.00,2.00,1.00,3.00,1.00,10.00,2.00,2003.00,3.00,726.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2008.00
163,20.00,95.00,12182.00,7.00,5.00,2005.00,2005.00,226.00,1201.00,0.00,340.00,1541.00,1541.00,0.00,0.00,1541.00,0.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,2005.00,2.00,532.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
164,45.00,55.00,5500.00,4.00,6.00,1956.00,1956.00,0.00,0.00,0.00,882.00,882.00,882.00,0.00,0.00,882.00,0.00,0.00,1.00,0.00,1.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2007.00
165,40.00,40.00,5400.00,6.00,7.00,1926.00,2004.00,0.00,370.00,0.00,779.00,1149.00,1149.00,467.00,0.00,1616.00,0.00,0.00,2.00,0.00,3.00,1.00,5.00,0.00,1926.00,1.00,216.00,0.00,0.00,183.00,0.00,0.00,0.00,0.00,0.00,10.00,2007.00
166,190.00,62.00,10106.00,5.00,7.00,1940.00,1999.00,0.00,351.00,181.00,112.00,644.00,808.00,547.00,0.00,1355.00,1.00,0.00,2.00,0.00,4.00,2.00,6.00,0.00,0.00,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2008.00
167,20.00,0.00,10708.00,5.00,5.00,1955.00,1993.00,0.00,379.00,768.00,470.00,1617.00,1867.00,0.00,0.00,1867.00,1.00,0.00,1.00,0.00,2.00,1.00,7.00,3.00,1955.00,1.00,303.00,476.00,0.00,0.00,0.00,142.00,0.00,0.00,0.00,11.00,2009.00
168,60.00,86.00,10562.00,8.00,5.00,2007.00,2007.00,300.00,1288.00,0.00,294.00,1582.00,1610.00,551.00,0.00,2161.00,1.00,0.00,1.00,1.00,3.00,1.00,8.00,1.00,2007.00,3.00,789.00,178.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2007.00
169,60.00,62.00,8244.00,7.00,5.00,2004.00,2004.00,0.00,0.00,0.00,840.00,840.00,840.00,880.00,0.00,1720.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,2004.00,2.00,440.00,100.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
170,20.00,0.00,16669.00,8.00,6.00,1981.00,1981.00,653.00,0.00,0.00,1686.00,1686.00,1707.00,0.00,0.00,1707.00,0.00,0.00,2.00,1.00,2.00,1.00,6.00,1.00,1981.00,2.00,511.00,574.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2006.00
171,50.00,0.00,12358.00,5.00,6.00,1941.00,1950.00,0.00,360.00,0.00,360.00,720.00,854.00,0.00,528.00,1382.00,0.00,0.00,1.00,1.00,2.00,1.00,7.00,0.00,1991.00,2.00,660.00,237.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
172,20.00,141.00,31770.00,6.00,5.00,1960.00,1960.00,112.00,639.00,0.00,441.00,1080.00,1656.00,0.00,0.00,1656.00,1.00,0.00,1.00,0.00,3.00,1.00,7.00,2.00,1960.00,2.00,528.00,210.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
